,RK,NAME,TEAM,SALARY,Yr
31,72,"Monta Ellis, SG",Dallas Mavericks,"$8,360,000",2015
32,73,"Brandon Jennings, PG",Detroit Pistons,"$8,000,000",2015
33,74,"O.J. Mayo, SG",Milwaukee Bucks,"$8,000,000",2015
34,75,"Jeff Teague, PG",Atlanta Hawks,"$8,000,000",2015
35,76,"Dirk Nowitzki, PF",Dallas Mavericks,"$7,974,482",2015
36,77,"Ersan Ilyasova, PF",Milwaukee Bucks,"$7,900,000",2015
37,78,"Tayshaun Prince, SF",Memphis Grizzlies,"$7,707,865",2015
38,79,"Boris Diaw, C",San Antonio Spurs,"$7,500,000",2015
39,80,"Arron Afflalo, SG",Portland Trail Blazers,"$7,500,000",2015
0,81,"Goran Dragic, PG",Phoenix Suns,"$7,500,000",2015
1,82,"Wesley Matthews, SG",Portland Trail Blazers,"$7,245,640",2015
2,83,"Isaiah Thomas, PG",Phoenix Suns,"$7,238,606",2015
3,84,"Avery Bradley, SG",Boston Celtics,"$7,191,011",2015
4,85,"Pau Gasol, C",Chicago Bulls,"$7,128,000",2015
5,86,"Jose Calderon, PG",New York Knicks,"$7,097,191",2015
6,87,"Kyrie Irving, PG",Cleveland Cavaliers,"$7,070,730",2015
7,88,"Marvin Williams, PF",Charlotte Hornets,"$7,000,000",2015
8,89,"Amir Johnson, PF",Toronto Raptors,"$7,000,000",2015
9,90,"Brandon Bass, PF",Boston Celtics,"$6,900,000",2015
10,91,"Kevin Martin, SG",Minnesota Timberwolves,"$6,792,500",2015
11,92,"JJ Redick, SG",Los Angeles Clippers,"$6,792,500",2015
12,93,"Wilson Chandler, SF",Denver Nuggets,"$6,757,913",2015
13,94,"Jason Richardson, SG",Philadelphia 76ers,"$6,601,125",2015
14,95,"JR Smith, SG",New York Knicks,"$6,515,510",2015
15,96,"Carl Landry, PF",Sacramento Kings,"$6,500,000",2015
16,97,"Greivis Vasquez, PG",Toronto Raptors,"$6,400,000",2015
17,98,"Derrick Williams, PF",Sacramento Kings,"$6,331,404",2015
18,99,"Jarrett Jack, PG",Brooklyn Nets,"$6,300,000",2015
19,100,"Kyle Korver, SG",Atlanta Hawks,"$6,253,521",2015
20,101,"Landry Fields, SG",Toronto Raptors,"$6,250,000",2015
21,102,"Robin Lopez, C",Portland Trail Blazers,"$6,124,729",2015
22,103,"Jason Thompson, PF",Sacramento Kings,"$6,037,500",2015
23,104,"Gerald Henderson, SG",Charlotte Hornets,"$6,000,000",2015
24,105,"Jodie Meeks, SG",Detroit Pistons,"$6,000,000",2015
25,106,"Chuck Hayes, PF",Toronto Raptors,"$5,958,750",2015
26,107,"Jason Terry, SG",Houston Rockets,"$5,850,313",2015
27,108,"Patrick Patterson, PF",Toronto Raptors,"$5,831,326",2015
28,109,"PJ Tucker, SF",Phoenix Suns,"$5,700,000",2015
29,110,"Enes Kanter, C",Utah Jazz,"$5,694,674",2015
30,111,"Anthony Davis, PF",New Orleans Pelicans,"$5,607,240",2015
31,112,"Anthony Bennett, PF",Minnesota Timberwolves,"$5,563,920",2015
32,113,"Andrew Wiggins, SF",Minnesota Timberwolves,"$5,510,640",2015
33,114,"Greg Monroe, C",Detroit Pistons,"$5,479,934",2015
34,115,"Courtney Lee, SG",Memphis Grizzlies,"$5,450,000",2015
35,116,"Lou Williams, SG",Toronto Raptors,"$5,450,000",2015
36,117,"JJ Hickson, C",Denver Nuggets,"$5,381,750",2015
37,118,"Martell Webster, SF",Washington Wizards,"$5,381,750",2015
38,119,"Chris Andersen, PF",Miami Heat,"$5,375,000",2015
39,120,"Spencer Hawes, PF",Los Angeles Clippers,"$5,305,000",2015
0,121,"Nikola Mirotic, PF",Chicago Bulls,"$5,305,000",2015
1,122,"Keith Bogans, SG",Philadelphia 76ers,"$5,285,817",2015
2,123,"Zaza Pachulia, C",Milwaukee Bucks,"$5,200,000",2015
3,124,"Tristan Thompson, C",Cleveland Cavaliers,"$5,138,430",2015
4,125,"Michael Kidd-Gilchrist, SF",Charlotte Hornets,"$5,016,960",2015
5,126,"Trevor Booker, PF",Utah Jazz,"$5,000,000",2015
6,127,"Brandan Wright, PF",Phoenix Suns,"$5,000,000",2015
7,128,"Chase Budinger, SF",Minnesota Timberwolves,"$5,000,000",2015
8,129,"Nick Young, SG",Los Angeles Lakers,"$4,994,420",2015
9,130,"Victor Oladipo, SG",Orlando Magic,"$4,978,200",2015
10,131,"Jabari Parker, PF",Milwaukee Bucks,"$4,930,560",2015
11,132,"Luis Scola, PF",Indiana Pacers,"$4,868,499",2015
12,133,"Tony Allen, SG",Memphis Grizzlies,"$4,831,461",2015
13,134,"Chris Kaman, C",Portland Trail Blazers,"$4,800,000",2015
14,135,"Darren Collison, PG",Sacramento Kings,"$4,797,664",2015
15,136,"Kostas Papanikolaou, SF",Houston Rockets,"$4,797,664",2015
16,137,"Corey Brewer, SF",Minnesota Timberwolves,"$4,702,500",2015
17,138,"Ricky Rubio, PG",Minnesota Timberwolves,"$4,660,479",2015
18,139,"Andre Miller, PG",Washington Wizards,"$4,650,000",2015
19,140,"Timofey Mozgov, C",Denver Nuggets,"$4,650,000",2015
20,141,"Bradley Beal, SG",Washington Wizards,"$4,505,280",2015
21,142,"Caron Butler, SF",Detroit Pistons,"$4,500,000",2015
22,143,"Jonas Jerebko, PF",Detroit Pistons,"$4,500,000",2015
23,144,"Otto Porter Jr., SF",Washington Wizards,"$4,470,480",2015
24,145,"Joel Embiid, C",Philadelphia 76ers,"$4,427,640",2015
25,146,"Luc Mbah a Moute, PF",Philadelphia 76ers,"$4,382,576",2015
26,147,"Jared Dudley, SF",Milwaukee Bucks,"$4,250,000",2015
27,148,"Kris Humphries, PF",Washington Wizards,"$4,250,000",2015
28,149,"CJ Miles, SF",Indiana Pacers,"$4,205,000",2015
29,150,"Thabo Sefolosha, SF",Atlanta Hawks,"$4,150,000",2015
30,151,"Dion Waiters, SG",Oklahoma City Thunder,"$4,062,000",2015
31,152,"Samuel Dalembert, C",New York Knicks,"$4,051,527",2015
32,153,"Cody Zeller, C",Charlotte Hornets,"$4,030,560",2015
33,154,"Danny Green, SG",San Antonio Spurs,"$4,025,000",2015
34,155,"Mario Chalmers, PG",Miami Heat,"$4,000,000",2015
35,156,"Ian Mahinmi, C",Indiana Pacers,"$4,000,000",2015
36,157,"Aaron Gordon, PF",Orlando Magic,"$3,992,040",2015
37,158,"Mo Williams, PG",Charlotte Hornets,"$3,965,074",2015
38,159,"Vince Carter, SG",Memphis Grizzlies,"$3,911,981",2015
39,160,"Kevin Seraphin, C",Washington Wizards,"$3,898,692",2015
0,1,"Kobe Bryant, SF",Los Angeles Lakers,"$25,000,000",2016
1,2,"LeBron James, SF",Cleveland Cavaliers,"$22,970,500",2016
2,3,"Carmelo Anthony, SF",New York Knicks,"$22,875,000",2016
3,4,"Dwight Howard, C",Houston Rockets,"$22,359,364",2016
4,5,"Chris Bosh, PF",Miami Heat,"$22,192,730",2016
5,6,"Chris Paul, PG",LA Clippers,"$21,468,695",2016
6,7,"Kevin Durant, SF",Oklahoma City Thunder,"$20,158,622",2016
7,8,"Derrick Rose, PG",Chicago Bulls,"$20,093,064",2016
8,9,"Dwyane Wade, SG",Miami Heat,"$20,000,000",2016
9,10,"LaMarcus Aldridge, PF",San Antonio Spurs,"$19,689,000",2016
10,11,"Kevin Love, PF",Cleveland Cavaliers,"$19,689,000",2016
11,12,"Marc Gasol, C",Memphis Grizzlies,"$19,688,000",2016
12,13,"Blake Griffin, PF",LA Clippers,"$18,907,726",2016
13,14,"Paul Millsap, PF",Atlanta Hawks,"$18,671,659",2016
14,15,"Paul George, SF",Indiana Pacers,"$17,120,106",2016
15,16,"Russell Westbrook, PG",Oklahoma City Thunder,"$16,744,218",2016
16,17,"Kyrie Irving, PG",Cleveland Cavaliers,"$16,407,501",2016
17,18,"Kawhi Leonard, SF",San Antonio Spurs,"$16,407,500",2016
18,19,"Enes Kanter, C",Oklahoma City Thunder,"$16,407,500",2016
19,20,"Jimmy Butler, SF",Chicago Bulls,"$16,407,500",2016
20,21,"Tobias Harris, SF",Orlando Magic,"$16,000,000",2016
21,22,"John Wall, PG",Washington Wizards,"$15,851,950",2016
22,23,"DeMarcus Cousins, PF",Sacramento Kings,"$15,851,950",2016
23,24,"James Harden, SG",Houston Rockets,"$15,756,438",2016
24,25,"Roy Hibbert, C",Los Angeles Lakers,"$15,592,217",2016
25,26,"Eric Gordon, SG",New Orleans Pelicans,"$15,514,031",2016
26,27,"Klay Thompson, SG",Golden State Warriors,"$15,501,000",2016
27,28,"Gordon Hayward, SF",Utah Jazz,"$15,409,570",2016
28,29,"Chandler Parsons, SF",Dallas Mavericks,"$15,361,500",2016
29,30,"Goran Dragic, PG",Miami Heat,"$14,783,000",2016
30,31,"Khris Middleton, SG",Milwaukee Bucks,"$14,700,000",2016
31,32,"Draymond Green, PF",Golden State Warriors,"$14,260,870",2016
32,33,"Tristan Thompson, C",Cleveland Cavaliers,"$14,260,870",2016
33,34,"Danilo Gallinari, SF",Denver Nuggets,"$14,000,000",2016
34,35,"Reggie Jackson, PG",Detroit Pistons,"$13,913,044",2016
35,36,"Andrew Bogut, C",Golden State Warriors,"$13,800,000",2016
36,37,"DeMarre Carroll, SF",Toronto Raptors,"$13,600,000",2016
37,38,"Eric Bledsoe, PG",Phoenix Suns,"$13,500,000",2016
38,39,"Brandon Knight, PG",Phoenix Suns,"$13,500,000",2016
39,40,"Al Jefferson, C",Charlotte Hornets,"$13,500,000",2016
0,41,"Tony Parker, PG",San Antonio Spurs,"$13,437,500",2016
1,42,"Joakim Noah, C",Chicago Bulls,"$13,400,000",2016
2,43,"Nicolas Batum, SG",Charlotte Hornets,"$13,125,306",2016
3,44,"Tyson Chandler, C",Phoenix Suns,"$13,000,000",2016
4,45,"Nene Hilario, C",Washington Wizards,"$13,000,000",2016
5,46,"Ricky Rubio, PG",Minnesota Timberwolves,"$12,700,000",2016
6,47,"Robin Lopez, C",New York Knicks,"$12,650,000",2016
7,48,"Rudy Gay, SF",Sacramento Kings,"$12,403,101",2016
8,49,"Serge Ibaka, PF",Oklahoma City Thunder,"$12,250,000",2016
9,50,"Nikola Pekovic, C",Minnesota Timberwolves,"$12,100,000",2016
10,51,"Kemba Walker, PG",Charlotte Hornets,"$12,000,000",2016
11,52,"Al Horford, C",Atlanta Hawks,"$12,000,000",2016
12,53,"Andre Iguodala, SF",Golden State Warriors,"$11,710,456",2016
13,54,"Stephen Curry, PG",Golden State Warriors,"$11,370,786",2016
14,55,"Nikola Vucevic, C",Orlando Magic,"$11,250,000",2016
15,56,"Thaddeus Young, PF",Brooklyn Nets,"$11,235,955",2016
16,57,"Kenneth Faried, PF",Denver Nuggets,"$11,235,955",2016
17,58,"Marcin Gortat, C",Washington Wizards,"$11,217,391",2016
18,59,"Tyreke Evans, SG",New Orleans Pelicans,"$10,734,586",2016
19,60,"Jrue Holiday, PG",New Orleans Pelicans,"$10,595,507",2016
20,61,"Brendan Haywood, C",Portland Trail Blazers,"$10,522,500",2016
21,62,"Wilson Chandler, SF",Denver Nuggets,"$10,449,438",2016
22,63,"Monta Ellis, SG",Indiana Pacers,"$10,300,000",2016
23,64,"Luol Deng, SF",Miami Heat,"$10,151,612",2016
24,65,"Gerald Wallace, SF",Philadelphia 76ers,"$10,105,855",2016
25,66,"DeMar DeRozan, SG",Toronto Raptors,"$10,050,000",2016
26,67,"Danny Green, SG",San Antonio Spurs,"$10,000,000",2016
27,68,"Tiago Splitter, C",Atlanta Hawks,"$9,756,250",2016
28,69,"Jeff Green, SF",Memphis Grizzlies,"$9,650,000",2016
29,70,"Zach Randolph, PF",Memphis Grizzlies,"$9,638,555",2016
30,71,"Mike Conley, PG",Memphis Grizzlies,"$9,588,426",2016
31,72,"Rajon Rondo, PG",Sacramento Kings,"$9,500,000",2016
32,73,"Alec Burks, SG",Utah Jazz,"$9,463,484",2016
33,74,"Omer Asik, C",New Orleans Pelicans,"$9,213,483",2016
34,75,"Lance Stephenson, SG",Memphis Grizzlies,"$9,000,000",2016
35,76,"Iman Shumpert, SG",Cleveland Cavaliers,"$8,988,765",2016
36,77,"Taj Gibson, PF",Chicago Bulls,"$8,500,000",2016
37,78,"Kevin Garnett, PF",Minnesota Timberwolves,"$8,500,000",2016
38,79,"Ryan Anderson, PF",New Orleans Pelicans,"$8,500,000",2016
39,80,"Brandon Jennings, PG",Orlando Magic,"$8,344,497",2016
0,81,"Dirk Nowitzki, PF",Dallas Mavericks,"$8,333,334",2016
1,82,"Corey Brewer, SF",Houston Rockets,"$8,229,375",2016
2,83,"Trevor Ariza, SF",Houston Rockets,"$8,193,030",2016
3,84,"Channing Frye, PF",Orlando Magic,"$8,193,029",2016
4,85,"Al-Farouq Aminu, SF",Portland Trail Blazers,"$8,042,895",2016
5,86,"Markieff Morris, PF",Washington Wizards,"$8,000,000",2016
6,87,"Arron Afflalo, SG",New York Knicks,"$8,000,000",2016
7,88,"Jeff Teague, PG",Atlanta Hawks,"$8,000,000",2016
8,89,"Ersan Ilyasova, PF",Orlando Magic,"$7,900,000",2016
9,90,"Avery Bradley, SG",Boston Celtics,"$7,730,337",2016
10,91,"Kosta Koufos, C",Sacramento Kings,"$7,700,000",2016
11,92,"Boris Diaw, C",San Antonio Spurs,"$7,500,000",2016
12,93,"Pau Gasol, C",Chicago Bulls,"$7,448,760",2016
13,94,"Jose Calderon, PG",New York Knicks,"$7,402,812",2016
14,95,"JJ Redick, SG",LA Clippers,"$7,085,000",2016
15,96,"Anthony Davis, PF",New Orleans Pelicans,"$7,070,730",2016
16,97,"Marvin Williams, PF",Charlotte Hornets,"$7,000,000",2016
17,98,"Lou Williams, SG",Los Angeles Lakers,"$7,000,000",2016
18,99,"Ed Davis, PF",Portland Trail Blazers,"$6,980,802",2016
19,100,"Isaiah Thomas, PG",Boston Celtics,"$6,912,869",2016
20,101,"Jae Crowder, SF",Boston Celtics,"$6,796,117",2016
21,102,"Greivis Vasquez, PG",Milwaukee Bucks,"$6,600,000",2016
22,103,"Carl Landry, PF",Philadelphia 76ers,"$6,500,000",2016
23,104,"Aron Baynes, C",Detroit Pistons,"$6,500,000",2016
24,105,"Patrick Beverley, PG",Houston Rockets,"$6,486,486",2016
25,106,"Michael Kidd-Gilchrist, SF",Charlotte Hornets,"$6,331,404",2016
26,107,"Jarrett Jack, PG",Brooklyn Nets,"$6,300,000",2016
27,108,"Jodie Meeks, SG",Detroit Pistons,"$6,270,000",2016
28,109,"Patrick Patterson, PF",Toronto Raptors,"$6,268,675",2016
29,110,"Spencer Hawes, PF",Charlotte Hornets,"$6,110,034",2016
30,111,"Marco Belinelli, SG",Sacramento Kings,"$6,060,606",2016
31,112,"Gerald Henderson, SG",Portland Trail Blazers,"$6,000,000",2016
32,113,"Andrew Wiggins, SF",Minnesota Timberwolves,"$5,758,680",2016
33,114,"Kyle Korver, SG",Atlanta Hawks,"$5,746,479",2016
34,115,"Karl-Anthony Towns, C",Minnesota Timberwolves,"$5,703,600",2016
35,116,"Bradley Beal, SG",Washington Wizards,"$5,694,674",2016
36,117,"Courtney Lee, SG",Charlotte Hornets,"$5,675,000",2016
37,118,"Jamal Crawford, SG",LA Clippers,"$5,675,000",2016
38,119,"Martell Webster, SF",Washington Wizards,"$5,613,500",2016
39,120,"Shaun Livingston, PG",Golden State Warriors,"$5,543,725",2016
0,121,"Josh McRoberts, PF",Miami Heat,"$5,543,725",2016
1,122,"Nikola Mirotic, PF",Chicago Bulls,"$5,543,725",2016
2,123,"PJ Tucker, SF",Phoenix Suns,"$5,500,000",2016
3,124,"Mirza Teletovic, PF",Phoenix Suns,"$5,500,000",2016
4,125,"Brandan Wright, PF",Memphis Grizzlies,"$5,464,000",2016
5,126,"Deron Williams, PG",Dallas Mavericks,"$5,378,974",2016
6,127,"Tim Duncan, C",San Antonio Spurs,"$5,250,000",2016
7,128,"Nick Young, SG",Los Angeles Lakers,"$5,219,169",2016
8,129,"Zaza Pachulia, C",Dallas Mavericks,"$5,200,000",2016
9,130,"Victor Oladipo, SG",Orlando Magic,"$5,192,520",2016
10,131,"Tony Allen, SG",Memphis Grizzlies,"$5,158,539",2016
11,132,"Jabari Parker, PF",Milwaukee Bucks,"$5,152,440",2016
12,133,"Dion Waiters, SG",Oklahoma City Thunder,"$5,138,430",2016
13,134,"D'Angelo Russell, PG",Los Angeles Lakers,"$5,103,120",2016
14,135,"Chris Kaman, C",Portland Trail Blazers,"$5,016,000",2016
15,136,"Darren Collison, PG",Sacramento Kings,"$5,013,559",2016
16,137,"JR Smith, SG",Cleveland Cavaliers,"$5,000,000",2016
17,138,"C.J. Watson, PG",Orlando Magic,"$5,000,000",2016
18,139,"Jonas Jerebko, PF",Boston Celtics,"$5,000,000",2016
19,140,"Timofey Mozgov, C",Cleveland Cavaliers,"$4,950,000",2016
20,141,"Trevor Booker, PF",Utah Jazz,"$4,775,000",2016
21,142,"Otto Porter Jr., SF",Washington Wizards,"$4,662,960",2016
22,143,"Jonas Valanciunas, C",Toronto Raptors,"$4,660,482",2016
23,144,"Joel Embiid, C",Philadelphia 76ers,"$4,626,960",2016
24,145,"Jahlil Okafor, C",Philadelphia 76ers,"$4,582,680",2016
25,146,"Kyle Singler, SF",Oklahoma City Thunder,"$4,500,000",2016
26,147,"Mike Dunleavy, SG",Chicago Bulls,"$4,500,000",2016
27,148,"CJ Miles, SF",Indiana Pacers,"$4,394,225",2016
28,149,"Alexis Ajinca, C",New Orleans Pelicans,"$4,389,607",2016
29,150,"Jared Dudley, SF",Washington Wizards,"$4,375,000",2016
30,151,"Jameer Nelson, PG",Denver Nuggets,"$4,345,000",2016
31,152,"Mario Chalmers, PG",Memphis Grizzlies,"$4,300,000",2016
32,153,"Jason Smith, PF",Orlando Magic,"$4,300,000",2016
33,154,"J.J. Barea, PG",Dallas Mavericks,"$4,290,000",2016
34,155,"Damian Lillard, PG",Portland Trail Blazers,"$4,236,287",2016
35,156,"Cody Zeller, C",Charlotte Hornets,"$4,204,200",2016
36,157,"Aaron Gordon, PF",Orlando Magic,"$4,171,680",2016
37,158,"Kristaps Porzingis, PF",New York Knicks,"$4,131,720",2016
38,159,"Vince Carter, SG",Memphis Grizzlies,"$4,088,019",2016
39,160,"Devin Harris, PG",Dallas Mavericks,"$4,053,446",2016
0,1,"LeBron James, SF",Cleveland Cavaliers,"$30,963,450",2017
1,2,"Mike Conley, PG",Memphis Grizzlies,"$26,540,100",2017
2,3,"Al Horford, C",Boston Celtics,"$26,540,100",2017
3,4,"Dirk Nowitzki, PF",Dallas Mavericks,"$25,000,000",2017
4,5,"Carmelo Anthony, SF",New York Knicks,"$24,559,380",2017
5,6,"Damian Lillard, PG",Portland Trail Blazers,"$24,328,425",2017
6,7,"Chris Bosh, PF",Miami Heat,"$23,741,060",2017
7,8,"Dwyane Wade, SG",Chicago Bulls,"$23,200,000",2017
8,9,"Dwight Howard, C",Atlanta Hawks,"$23,180,275",2017
9,10,"Chris Paul, PG",LA Clippers,"$22,868,827",2017
10,11,"Chandler Parsons, SF",Memphis Grizzlies,"$22,116,750",2017
11,12,"Bradley Beal, SG",Washington Wizards,"$22,116,750",2017
12,13,"Anthony Davis, PF",New Orleans Pelicans,"$22,116,750",2017
13,14,"Derrick Rose, PG",New York Knicks,"$21,323,252",2017
14,15,"Marc Gasol, C",Memphis Grizzlies,"$21,165,675",2017
15,16,"Brook Lopez, C",Brooklyn Nets,"$21,165,675",2017
16,17,"Kevin Love, PF",Cleveland Cavaliers,"$21,165,675",2017
17,18,"Nicolas Batum, SG",Charlotte Hornets,"$20,869,566",2017
18,19,"LaMarcus Aldridge, PF",San Antonio Spurs,"$20,575,005",2017
19,20,"Blake Griffin, PF",LA Clippers,"$20,140,839",2017
20,21,"Paul Millsap, PF",Atlanta Hawks,"$20,072,033",2017
21,22,"Ryan Anderson, PF",Houston Rockets,"$18,735,364",2017
22,23,"Allen Crabbe, SG",Portland Trail Blazers,"$18,500,000",2017
23,24,"Paul George, SF",Indiana Pacers,"$18,314,532",2017
24,25,"Luol Deng, SF",Los Angeles Lakers,"$18,000,000",2017
25,26,"Kawhi Leonard, SF",San Antonio Spurs,"$17,638,063",2017
26,27,"Kyrie Irving, PG",Cleveland Cavaliers,"$17,638,063",2017
27,28,"Jimmy Butler, SF",Chicago Bulls,"$17,552,209",2017
28,29,"Tobias Harris, SF",Detroit Pistons,"$17,200,000",2017
29,30,"Enes Kanter, C",Oklahoma City Thunder,"$17,145,838",2017
30,31,"Greg Monroe, C",Milwaukee Bucks,"$17,145,838",2017
31,32,"Wesley Matthews, SG",Dallas Mavericks,"$17,145,838",2017
32,33,"Bismack Biyombo, C",Orlando Magic,"$17,000,000",2017
33,34,"Evan Fournier, SG",Orlando Magic,"$17,000,000",2017
34,35,"Joakim Noah, C",New York Knicks,"$17,000,000",2017
35,36,"John Wall, PG",Washington Wizards,"$16,957,900",2017
36,37,"DeMarcus Cousins, PF",Sacramento Kings,"$16,957,900",2017
37,38,"Klay Thompson, SG",Golden State Warriors,"$16,663,575",2017
38,39,"Evan Turner, SG",Portland Trail Blazers,"$16,393,443",2017
39,40,"Gordon Hayward, SF",Utah Jazz,"$16,073,140",2017
0,41,"Timofey Mozgov, C",Los Angeles Lakers,"$16,000,000",2017
1,42,"Ian Mahinmi, C",Washington Wizards,"$15,944,154",2017
2,43,"Goran Dragic, PG",Miami Heat,"$15,891,725",2017
3,44,"Kent Bazemore, SF",Atlanta Hawks,"$15,730,338",2017
4,45,"Pau Gasol, C",San Antonio Spurs,"$15,500,000",2017
5,46,"Draymond Green, PF",Golden State Warriors,"$15,330,435",2017
6,47,"Tristan Thompson, C",Cleveland Cavaliers,"$15,330,435",2017
7,48,"Khris Middleton, SG",Milwaukee Bucks,"$15,200,000",2017
8,49,"Danilo Gallinari, SF",Denver Nuggets,"$15,050,000",2017
9,50,"Jeff Green, SF",Orlando Magic,"$15,000,000",2017
10,51,"Reggie Jackson, PG",Detroit Pistons,"$14,956,522",2017
11,52,"Tony Parker, PG",San Antonio Spurs,"$14,445,313",2017
12,53,"Jonas Valanciunas, C",Toronto Raptors,"$14,382,023",2017
13,54,"DeMarre Carroll, SF",Toronto Raptors,"$14,200,000",2017
14,55,"Thaddeus Young, PF",Indiana Pacers,"$14,153,652",2017
15,56,"Manu Ginobili, SG",San Antonio Spurs,"$14,000,000",2017
16,57,"Eric Bledsoe, PG",Phoenix Suns,"$14,000,000",2017
17,58,"Rajon Rondo, PG",Chicago Bulls,"$14,000,000",2017
18,59,"Ricky Rubio, PG",Minnesota Timberwolves,"$13,550,000",2017
19,60,"Rudy Gay, SF",Sacramento Kings,"$13,333,333",2017
20,61,"Jamal Crawford, SG",LA Clippers,"$13,253,012",2017
21,62,"Robin Lopez, C",Chicago Bulls,"$13,219,250",2017
22,63,"Michael Kidd-Gilchrist, SF",Charlotte Hornets,"$13,000,000",2017
23,64,"JR Smith, SG",Cleveland Cavaliers,"$12,800,000",2017
24,65,"Brandon Knight, PG",Phoenix Suns,"$12,606,250",2017
25,66,"John Henson, C",Milwaukee Bucks,"$12,517,606",2017
26,67,"Miles Plumlee, C",Charlotte Hornets,"$12,500,000",2017
27,68,"Jordan Clarkson, PG",Los Angeles Lakers,"$12,500,000",2017
28,69,"Tyson Chandler, C",Phoenix Suns,"$12,415,000",2017
29,70,"Eric Gordon, SG",Houston Rockets,"$12,385,364",2017
30,71,"Marvin Williams, PF",Charlotte Hornets,"$12,250,000",2017
31,72,"Serge Ibaka, PF",Toronto Raptors,"$12,250,000",2017
32,73,"Stephen Curry, PG",Golden State Warriors,"$12,112,359",2017
33,74,"Nikola Pekovic, C",Minnesota Timberwolves,"$12,100,000",2017
34,75,"Kenneth Faried, PF",Denver Nuggets,"$12,078,652",2017
35,76,"Kemba Walker, PG",Charlotte Hornets,"$12,000,000",2017
36,77,"Kyle Lowry, PG",Toronto Raptors,"$12,000,000",2017
37,78,"Amir Johnson, PF",Boston Celtics,"$12,000,000",2017
38,79,"Nikola Vucevic, C",Orlando Magic,"$11,750,000",2017
39,80,"Jeremy Lin, PG",Brooklyn Nets,"$11,483,254",2017
0,81,"Jrue Holiday, PG",New Orleans Pelicans,"$11,286,518",2017
1,82,"Courtney Lee, SG",New York Knicks,"$11,242,000",2017
2,83,"Solomon Hill, SF",New Orleans Pelicans,"$11,241,218",2017
3,84,"Wilson Chandler, SF",Denver Nuggets,"$11,233,146",2017
4,85,"Andre Iguodala, SF",Golden State Warriors,"$11,131,368",2017
5,86,"Derrick Favors, PF",Utah Jazz,"$11,050,000",2017
6,87,"Joe Johnson, SF",Utah Jazz,"$11,000,000",2017
7,88,"Austin Rivers, PG",LA Clippers,"$11,000,000",2017
8,89,"Jon Leuer, PF",Detroit Pistons,"$10,991,957",2017
9,90,"Monta Ellis, SG",Indiana Pacers,"$10,763,500",2017
10,91,"Mirza Teletovic, PF",Milwaukee Bucks,"$10,500,000",2017
11,92,"Jared Dudley, SF",Phoenix Suns,"$10,470,000",2017
12,93,"Zach Randolph, PF",Memphis Grizzlies,"$10,361,445",2017
13,94,"Al Jefferson, C",Indiana Pacers,"$10,314,532",2017
14,95,"Tyreke Evans, SG",Sacramento Kings,"$10,203,755",2017
15,96,"Alec Burks, SG",Utah Jazz,"$10,154,495",2017
16,97,"Danny Green, SG",San Antonio Spurs,"$10,000,000",2017
17,98,"Terrence Ross, SF",Toronto Raptors,"$10,000,000",2017
18,99,"Omer Asik, C",New Orleans Pelicans,"$9,904,494",2017
19,100,"Iman Shumpert, SG",Cleveland Cavaliers,"$9,662,922",2017
20,101,"Matthew Dellavedova, PG",Milwaukee Bucks,"$9,607,500",2017
21,102,"Jerryd Bayless, PG",Philadelphia 76ers,"$9,424,084",2017
22,103,"Trevor Booker, PF",Brooklyn Nets,"$9,250,000",2017
23,104,"Meyers Leonard, PF",Portland Trail Blazers,"$9,213,483",2017
24,105,"Gerald Henderson, SG",Philadelphia 76ers,"$9,000,000",2017
25,106,"Maurice Harkless, SF",Portland Trail Blazers,"$8,988,765",2017
26,107,"Taj Gibson, PF",Oklahoma City Thunder,"$8,950,000",2017
27,108,"Jeff Teague, PG",Indiana Pacers,"$8,800,000",2017
28,109,"Tiago Splitter, C",Philadelphia 76ers,"$8,550,000",2017
29,110,"Ersan Ilyasova, PF",Oklahoma City Thunder,"$8,400,000",2017
30,111,"Dwight Powell, PF",Dallas Mavericks,"$8,375,000",2017
31,112,"Avery Bradley, SG",Boston Celtics,"$8,269,663",2017
32,113,"E'Twaun Moore, SG",New Orleans Pelicans,"$8,081,363",2017
33,114,"Darrell Arthur, PF",Denver Nuggets,"$8,070,175",2017
34,115,"Kosta Koufos, C",Sacramento Kings,"$8,046,500",2017
35,116,"Garrett Temple, SG",Sacramento Kings,"$8,000,000",2017
36,117,"George Hill, PG",Utah Jazz,"$8,000,000",2017
37,118,"Sergio Rodriguez, PG",Philadelphia 76ers,"$8,000,000",2017
38,119,"Tyler Zeller, C",Boston Celtics,"$8,000,000",2017
39,120,"Trevor Ariza, SF",Houston Rockets,"$7,806,971",2017
0,121,"Channing Frye, PF",Cleveland Cavaliers,"$7,806,971",2017
1,122,"Al-Farouq Aminu, SF",Portland Trail Blazers,"$7,680,965",2017
2,123,"Cole Aldrich, C",Minnesota Timberwolves,"$7,643,979",2017
3,124,"Corey Brewer, SF",Los Angeles Lakers,"$7,612,172",2017
4,125,"Markieff Morris, PF",Washington Wizards,"$7,400,000",2017
5,126,"Festus Ezeli, C",Portland Trail Blazers,"$7,400,000",2017
6,127,"JJ Redick, SG",LA Clippers,"$7,377,500",2017
7,128,"Cory Joseph, PG",Toronto Raptors,"$7,315,000",2017
8,129,"D.J. Augustin, PG",Orlando Magic,"$7,250,000",2017
